title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
The Sorcerer's Apprentice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",150000000.0,215283742.0,5.8,1470,2010-07-13,35.580815,109.0,2010.0,1.4352249466666667,
Poseidon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",160000000.0,181674817.0,5.5,583,2006-05-12,21.133748,99.0,2006.0,1.13546760625,
Alice Through the Looking Glass,"[{""id"": 14, ""name"": ""Fantasy""}]",170000000.0,299370084.0,6.5,1725,2016-05-25,56.268916,113.0,2016.0,1.7610004941176471,
Shrek the Third,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",160000000.0,798958165.0,6.0,2278,2007-05-17,42.986467,93.0,2007.0,4.99348853125,
Warcraft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",160000000.0,433677183.0,6.3,2268,2016-05-25,63.148529,123.0,2016.0,2.71048239375,
Terminator Genisys,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",155000000.0,440603537.0,5.8,3631,2015-06-23,202.042635,126.0,2015.0,2.842603464516129,
The Chronicles of Narnia: The Voyage of the Dawn Treader,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",155000000.0,415686217.0,6.2,1514,2010-08-13,49.661984,113.0,2010.0,2.6818465612903224,
Pearl Harbor,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",140000000.0,449220945.0,6.6,1791,2001-05-21,34.20669,183.0,2001.0,3.208721035714286,
Transformers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",150000000.0,709709780.0,6.6,4040,2007-06-27,25.468493,144.0,2007.0,4.7313985333333335,
Alexander,"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",155000000.0,167298192.0,5.6,927,2004-11-21,39.019229,175.0,2004.0,1.0793431741935484,
Harry Potter and the Order of the Phoenix,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",150000000.0,938212738.0,7.4,5494,2007-06-28,78.144395,138.0,2007.0,6.254751586666667,
Harry Potter and the Goblet of Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",150000000.0,895921036.0,7.5,5608,2005-11-05,101.250416,157.0,2005.0,5.9728069066666665,
Hancock,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",150000000.0,624029371.0,6.2,2961,2008-07-01,56.758411,92.0,2008.0,4.160195806666667,
I Am Legend,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",150000000.0,585349010.0,6.9,4853,2007-12-14,70.867401,101.0,2007.0,3.902326733333333,
Charlie and the Chocolate Factory,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",150000000.0,474968763.0,6.7,3624,2005-07-13,53.905592,115.0,2005.0,3.16645842,
Ratatouille,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",150000000.0,623722818.0,7.5,4369,2007-06-22,65.677399,111.0,2007.0,4.15815212,
Batman Begins,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",150000000.0,374218673.0,7.5,7359,2005-06-10,115.040024,140.0,2005.0,2.4947911533333333,
Madagascar: Escape 2 Africa,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",150000000.0,603900354.0,6.2,1810,2008-10-30,44.141021,89.0,2008.0,4.02600236,
Night at the Museum: Battle of the Smithsonian,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",150000000.0,413106170.0,5.9,1971,2009-05-20,81.781591,105.0,2009.0,2.7540411333333332,
X-Men Origins: Wolverine,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",150000000.0,373062864.0,6.2,4021,2009-04-28,5.954334,107.0,2009.0,2.48708576,
The Matrix Revolutions,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",150000000.0,424988211.0,6.4,3096,2003-11-05,73.313918,129.0,2003.0,2.83325474,
Frozen,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",150000000.0,1274219009.0,7.3,5295,2013-11-27,165.125366,102.0,2013.0,8.494793393333333,
The Matrix Reloaded,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",150000000.0,738599701.0,6.7,3443,2003-05-15,70.78591,138.0,2003.0,4.923998006666666,
Thor: The Dark World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",170000000.0,644571402.0,6.8,4755,2013-10-29,99.499595,112.0,2013.0,3.7915964823529413,
Mad Max: Fury Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",150000000.0,378858340.0,7.2,9427,2015-05-13,434.278564,120.0,2015.0,2.5257222666666665,
Angels & Demons,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",150000000.0,356613439.0,6.5,2129,2009-05-13,67.447636,138.0,2009.0,2.3774229266666667,
Thor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",150000000.0,449326618.0,6.6,6525,2011-04-21,86.493424,115.0,2011.0,2.995510786666667,
Bolt,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",150000000.0,309979994.0,6.3,1750,2008-11-21,41.845878,98.0,2008.0,2.0665332933333334,
G-Force,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",150000000.0,292817841.0,5.1,510,2009-07-21,26.710398,88.0,2009.0,1.95211894,
Wrath of the Titans,"[{""id"": 12, ""name"": ""Adventure""}]",150000000.0,301000000.0,5.5,1431,2012-03-27,44.927635,99.0,2012.0,2.006666666666667,
Dark Shadows,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",150000000.0,245527149.0,5.7,2320,2012-05-08,50.306728,113.0,2012.0,1.63684766,
Mission: Impossible - Rogue Nation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",150000000.0,682330139.0,7.1,3224,2015-07-23,114.522237,131.0,2015.0,4.548867593333333,
The Wolfman,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",150000000.0,,5.5,549,2010-02-11,21.214571,102.0,2010.0,,
Bee Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",150000000.0,287594577.0,5.7,1171,2007-10-28,29.332905,91.0,2007.0,1.91729718,
Kung Fu Panda 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150000000.0,665692281.0,6.7,1880,2011-05-25,51.247321,91.0,2011.0,4.43794854,
The Last Airbender,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",150000000.0,318502923.0,4.7,1151,2010-06-30,33.769336,103.0,2010.0,2.12335282,
Mission: Impossible III,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",150000000.0,397850012.0,6.5,2028,2006-05-03,63.079003,126.0,2006.0,2.6523334133333334,
White House Down,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",150000000.0,205366737.0,6.4,1891,2013-06-27,39.004588,131.0,2013.0,1.36911158,
Mars Needs Moms,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150000000.0,38992758.0,5.5,199,2011-03-09,12.362599,88.0,2011.0,0.25995172,
Flushed Away,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",149000000.0,64459316.0,6.0,874,2006-10-22,22.550135,85.0,2006.0,0.4326128590604027,
Pan,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",150000000.0,128388320.0,5.9,954,2015-09-24,48.03528,111.0,2015.0,0.8559221333333333,
Mr. Peabody & Sherman,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",145000000.0,272912430.0,6.7,843,2014-02-07,38.73494,92.0,2014.0,1.8821546896551724,
Troy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",175000000.0,497409852.0,6.9,2759,2004-05-13,66.803149,163.0,2004.0,2.8423420114285713,
Madagascar 3: Europe's Most Wanted,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",145000000.0,746921274.0,6.4,1808,2012-06-06,44.989192,93.0,2012.0,5.1511812,
Die Another Day,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",140000000.0,431971116.0,5.8,1092,2002-11-17,54.159392,133.0,2002.0,3.0855079714285716,
Ghostbusters,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",144000000.0,229147509.0,5.3,2142,2016-07-14,66.21806,116.0,2016.0,1.5913021458333334,
Armageddon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",140000000.0,553799566.0,6.4,2482,1998-07-01,58.485967,151.0,1998.0,3.9557111857142857,
Men in Black II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",140000000.0,441818803.0,6.0,3114,2002-07-03,91.332849,88.0,2002.0,3.1558485928571427,
Beowulf,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",70000000.0,195735876.0,5.5,841,2007-11-05,35.601665,115.0,2007.0,2.7962268,
Kung Fu Panda 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",145000000.0,521170825.0,6.7,1603,2016-01-23,56.747978,95.0,2016.0,3.594281551724138,
Mission: Impossible - Ghost Protocol,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",145000000.0,694713380.0,6.8,3972,2011-12-07,77.77477,133.0,2011.0,4.79112675862069,
Rise of the Guardians,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",145000000.0,306941670.0,7.1,1922,2012-11-21,61.788035,97.0,2012.0,2.116839103448276,
Fun with Dick and Jane,"[{""id"": 35, ""name"": ""Comedy""}]",100000000.0,202026112.0,5.9,627,2005-12-21,25.159168,90.0,2005.0,2.02026112,
The Last Samurai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",140000000.0,456758981.0,7.3,1895,2003-12-05,52.341226,154.0,2003.0,3.26256415,
Exodus: Gods and Kings,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",140000000.0,268031828.0,5.6,1921,2014-12-03,101.599427,150.0,2014.0,1.9145130571428572,
Star Trek,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",150000000.0,385680446.0,7.4,4518,2009-05-06,73.616808,127.0,2009.0,2.5712029733333335,
Spider-Man,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",139000000.0,821708551.0,6.8,5265,2002-05-01,82.502566,121.0,2002.0,5.911572309352518,
How to Train Your Dragon 2,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",145000000.0,609123048.0,7.6,3106,2014-06-12,100.21391,102.0,2014.0,4.200848606896551,
Gods of Egypt,"[{""id"": 14, ""name"": ""Fantasy""}]",140000000.0,150680864.0,5.3,1277,2016-02-25,56.257249,127.0,2016.0,1.0762918857142858,
Stealth,"[{""id"": 28, ""name"": ""Action""}]",135000000.0,76932943.0,4.9,331,2005-07-28,17.88953,121.0,2005.0,0.5698736518518519,
Watchmen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",130000000.0,185258983.0,7.0,2811,2009-03-05,64.798873,163.0,2009.0,1.4250691,
Lethal Weapon 4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",140000000.0,285444603.0,6.3,767,1998-07-10,24.855701,127.0,1998.0,2.0388900214285712,
Hulk,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137000000.0,245360480.0,5.3,1533,2003-06-19,34.981698,138.0,2003.0,1.790952408759124,
G.I. Joe: Retaliation,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",130000000.0,371876278.0,5.4,3025,2013-03-26,59.325589,110.0,2013.0,2.860586753846154,
Sahara,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",130000000.0,119269486.0,5.7,434,2005-04-06,21.605568,124.0,2005.0,0.9174575846153846,
Final Fantasy: The Spirits Within,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",137000000.0,85131830.0,5.9,433,2001-07-02,26.074908,106.0,2001.0,0.6214002189781022,
Captain America: The First Avenger,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",140000000.0,370569774.0,6.6,7047,2011-07-22,74.506246,124.0,2011.0,2.646926957142857,
The World Is Not Enough,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",135000000.0,361832400.0,6.0,862,1999-11-08,39.604363,128.0,1999.0,2.68024,
Master and Commander: The Far Side of the World,"[{""id"": 12, ""name"": ""Adventure""}]",150000000.0,212011111.0,6.9,790,2003-11-14,36.973031,138.0,2003.0,1.4134074066666666,
The Twilight Saga: Breaking Dawn - Part 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",120000000.0,829000000.0,6.1,2553,2012-11-13,99.687084,115.0,2012.0,6.908333333333333,
Happy Feet Two,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",130000000.0,150406466.0,5.8,373,2011-11-17,17.7735,100.0,2011.0,1.1569728153846155,
The Incredible Hulk,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",150000000.0,163712074.0,6.1,3021,2008-06-12,62.898336,114.0,2008.0,1.0914138266666666,
The BFG,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",140000000.0,183345589.0,6.0,1000,2016-06-01,44.19092,120.0,2016.0,1.30961135,
The Revenant,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",135000000.0,532950503.0,7.3,6396,2015-12-25,100.635882,156.0,2015.0,3.9477815037037036,
Turbo,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",135000000.0,282570682.0,6.1,1074,2013-07-11,44.765377,96.0,2013.0,2.093116162962963,
Rango,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",135000000.0,245724603.0,6.6,2051,2011-03-02,29.91353,107.0,2011.0,1.8201822444444444,
Penguins of Madagascar,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",132000000.0,373552094.0,6.5,1346,2014-11-22,84.366984,92.0,2014.0,2.829940106060606,
The Bourne Ultimatum,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",70000000.0,442824138.0,7.3,2888,2007-08-03,45.381501,115.0,2007.0,6.326059114285714,
Kung Fu Panda,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",130000000.0,631744560.0,6.9,3145,2008-06-04,84.689648,90.0,2008.0,4.859573538461539,
Ant-Man,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",130000000.0,519311965.0,7.0,5880,2015-07-14,120.09361,117.0,2015.0,3.9947074230769233,
The Hunger Games: Catching Fire,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",130000000.0,847423452.0,7.4,6495,2013-11-15,76.310119,146.0,2013.0,6.518641938461538,
Home,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",135000000.0,368871007.0,6.8,1519,2015-03-18,63.473086,94.0,2015.0,2.7323778296296295,
War of the Worlds,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",132000000.0,591739379.0,6.2,2322,2005-06-28,48.572726,116.0,2005.0,4.482874083333333,
Bad Boys II,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",130000000.0,273339556.0,6.3,1564,2003-07-18,38.068736,147.0,2003.0,2.1026119692307694,
Puss in Boots,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",130000000.0,554987477.0,6.4,451,2011-10-28,20.678787,90.0,2011.0,4.269134438461538,
Salt,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",110000000.0,293329073.0,6.2,2093,2010-07-21,48.829437,100.0,2010.0,2.6666279363636365,
Noah,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",125000000.0,362637473.0,5.6,2350,2014-03-20,46.115758,139.0,2014.0,2.901099784,
The Adventures of Tintin,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",130000000.0,371940071.0,6.7,2061,2011-10-25,89.938296,107.0,2011.0,2.861077469230769,
